Year,Month,Median,2.5 Percentile,97.5 Percentile,NOAA.GLERL.GLM.HMD
1969,4,70.71,63.28,78.36,77.86405451
1969,5,81.39,73.58,88.82,78.22400341
1969,6,144.4,136.8,152.24,147.4790801
1969,7,75.8,68.26,83.54,75.92042589
1969,8,21.07,14.16,28.1,26.05061329
1969,9,56.59,48.66,64.22,58.3707155
1969,10,121.48,113.51,129.69,129.3399489
1969,11,66.46,58.8,73.84,66.20993186
1969,12,38.88,32.03,46.18,43.46860307
1970,1,52.13,45.12,59.34,55.10809199
1970,2,26.14,19.65,32.68,22.91655877
1970,3,51.16,44.2,58.37,48.52379898
1970,4,58.8,51.81,65.98,67.25359455
1970,5,90.45,82.71,98.29,84.86798978
1970,6,61.91,54.22,69.68,60.57318569
1970,7,107.9,100.56,115.4,113.9372572
1970,8,31.47,24.12,38.67,40.24873935
1970,9,153.43,145.03,160.97,155.6581431
1970,10,72.34,64.6,80.56,76.11931857
1970,11,65.19,57.43,73.17,63.72178876
1970,12,65.67,58.47,73.15,69.4334753
1971,1,70.53,63.29,77.28,74.34960818
1971,2,75.63,68.5,82.94,71.90572402
1971,3,58.77,51.73,65.97,54.85931857
1971,4,30.83,23.42,37.94,35.62747871
1971,5,59.28,51.57,66.97,61.76
1971,6,61.9,54.3,69.66,66.33451448
1971,7,75.66,68.07,83.2,82.50882453
1971,8,63.3,55.68,71.23,74.02908007
1971,9,63.82,56.12,72.04,60.26482112
1971,10,41.7,33.47,49.8,42.95107325
1971,11,63.5,55.82,71.45,65.91810903
1971,12,106.74,99.35,114.13,112.8021806
1972,1,46.37,39.62,53.54,49.25316865
1972,2,48.38,41.44,55.56,48.03250426
1972,3,68.9,61.9,76.1,66.83614991
1972,4,53.12,45.81,60.6,56.09001704
1972,5,53.2,45.76,61.14,50.42873935
1972,6,71.4,63.55,78.9,76.66882453
1972,7,90.35,82.58,98.22,96.17705281
1972,8,123.74,116.18,131.75,129.9616865
1972,9,101.51,93.56,109.5,100.8039693
1972,10,64.47,56.62,72.74,67.28860307
1972,11,51,43.73,58.75,50.15887564
1972,12,98.14,91.05,105.35,102.6116014
1973,1,44.93,37.96,51.95,42.74706985
1973,2,37.24,30.45,44.17,34.92431005
1973,3,71.59,64.58,78.81,65.07011925
1973,4,63.21,55.92,70.51,70.19
1973,5,124.09,116.43,131.5,120.2539182
1973,6,85.94,78.32,93.82,85.32074957
1973,7,64.23,56.81,71.69,72.68984668
1973,8,64.44,56.68,71.94,76.02546848
1973,9,60.93,53.49,68.99,64.49594549
1973,10,75.83,67.8,84.25,83.54207836
1973,11,61.69,54.07,69.19,65.38027257
1973,12,68.09,60.73,75.17,72.98545145
1974,1,79.13,71.84,86.27,80.69269165
1974,2,48.13,41.31,55.16,48.04804089
1974,3,54.42,47.36,61.46,52.14689949
1974,4,77.55,69.86,84.63,85.1618569
1974,5,86.27,78.63,93.87,86.17366269
1974,6,96.6,89,104.24,99.98129472
1974,7,63.87,56.49,71.5,70.56522998
1974,8,63.72,55.82,71.55,73.41986371
1974,9,76.14,68.59,84.03,79.06998296
1974,10,54.06,46.16,62.1,60.03429302
1974,11,60.11,52.68,67.96,62.52826235
1974,12,41.98,34.86,49.15,48.43853492
1975,1,76.66,69.55,83.92,82.56166951
1975,2,57.5,50.79,64.38,56.76100511
1975,3,59.63,52.37,66.64,57.98003407
1975,4,57.71,50.37,65.42,65.88787053
1975,5,66.14,58.62,73.7,67.07376491
1975,6,88.36,80.99,96.09,93.51902896
1975,7,64.76,57.29,72.26,76.20412266
1975,8,117.71,109.69,125.39,129.115247
1975,9,70.05,62.14,77.87,70.53287905
1975,10,23.64,15.79,31.65,30.33144804
1975,11,85.07,77.68,92.67,87.20960818
1975,12,55.51,48.4,63.12,56.88207836
1976,1,66.37,59.2,73.74,69.74258944
1976,2,59.19,52.16,65.96,56.5793356
1976,3,121.23,114.23,128.52,119.9077342
1976,4,47.62,40.15,54.89,52.55187394
1976,5,84.47,76.83,91.85,86.06567291
1976,6,61.91,54.2,69.78,66.30855196
1976,7,56.88,49.37,64.44,62.50308348
1976,8,30.57,23.04,37.94,42.34362862
1976,9,51.61,44.21,59.32,55.04613288
1976,10,48.35,40.41,56.49,56.79558773
1976,11,41.56,34.27,48.98,44.9130494
1976,12,40.71,33.68,47.55,50.96378194
1977,1,48.3,40.84,55.4,58.79483816
1977,2,49.23,42.12,56.05,94.85173765
1977,3,89.93,82.59,97.07,90.08855196
1977,4,49.83,42.64,57.08,60.26345826
1977,5,29.76,22.33,37.24,35.61022147
1977,6,57.32,49.74,64.79,63.35063032
1977,7,79.72,71.95,87.25,90.64141397
1977,8,112.24,104.25,120.16,130.0805281
1977,9,115.3,107.36,123.25,115.7174276
1977,10,55.47,47.13,63.53,64.15870528
1977,11,91.12,82.99,98.91,96.62405451
1977,12,77.79,70.32,85.33,84.01318569
1978,1,65.22,58.11,72.43,65.73926746
1978,2,21.94,15.45,28.72,22.72316865
1978,3,27.67,21.09,34.59,24.77422487
1978,4,50.28,43.18,57.78,59.20488927
1978,5,79.69,72.11,87.48,80.25608177
1978,6,66.18,58.54,73.52,70.99243612
1978,7,70.57,63.45,78.12,78.33684838
1978,8,80.19,72.73,88.36,91.22575809
1978,9,150.5,142.44,158.29,161.0198467
1978,10,55.73,47.57,63.66,62.15286201
1978,11,55.79,47.84,63.33,57.84386712
1978,12,66.47,59.22,73.5,72.67379898
1979,1,79.11,71.8,86.07,86.11117547
1979,2,38.53,31.54,45.49,37.73892675
1979,3,91.79,84.49,99.08,82.15620102
1979,4,79.76,72.24,87.36,79.5107155
1979,5,64.26,56.82,71.59,59.2432879
1979,6,82.84,75.3,90.55,82.20120954
1979,7,45.22,37.99,52.29,44.36207836
