Year,Month,Median,2.5 Percentile,97.5 Percentile,NOAA.GLERL.GLM.HMD
1979,9,25.84,18.42,33.52,37.91139391
1979,10,36.6,29.25,44.33,56.23726538
1979,11,41.35,33.45,49.27,60.71752107
1979,12,23.18,15.77,31,42.65180726
1980,1,18.11,10.92,25.16,39.8938056
1980,2,13.03,6.62,20.08,36.21309194
1980,3,11.91,6.13,19.18,39.03710909
1980,4,70.82,61.88,79.6,82.4357028
1980,5,72.6,63.79,81.32,69.95974275
1980,6,40.62,32.79,48.73,42.6799162
1980,7,28.09,20.74,35.3,33.38278158
1980,8,24.22,17.32,31.41,35.60412453
1980,9,35.47,27.85,43.03,51.8324229
1980,10,34.17,26.76,41.88,55.93973788
1980,11,24.55,17.26,32.16,40.88982607
1980,12,16.71,10.06,24.15,34.26264088
1981,1,13.85,7.09,20.85,30.89979713
1981,2,26.91,19.34,34.28,32.93353315
1981,3,34.32,26.92,42.38,44.85585968
1981,4,85.43,76.41,94.47,102.156687
1981,5,71.04,62.38,79.86,77.52092141
1981,6,62.17,54.52,70.45,70.94692326
1981,7,33.17,25.73,40.6,45.01930407
1981,8,21.44,14.82,28.71,32.03053213
1981,9,15,9.02,21.85,25.72962533
1981,10,32.02,24.52,39.64,32.67974236
1981,11,19.21,12.5,25.74,23.05427722
1981,12,12.72,6.73,19.55,21.35738543
1982,1,7.97,3.53,13.86,20.74797603
1982,2,7.4,3.14,13.37,17.67430392
1982,3,11.93,5.86,18.79,21.01744721
1982,4,73.14,64.29,81.96,83.91481608
1982,5,113.18,104.37,122.26,116.7410491
1982,6,44.93,36.93,53.09,37.98211352
1982,7,48.32,40.8,56.07,54.10465871
1982,8,25.66,18.62,32.76,32.80403839
1982,9,28.02,20.64,35.47,33.36544896
1982,10,56.53,49.13,64.44,81.33299255
1982,11,47.33,39.53,55.1,78.80090426
1982,12,39.16,31.63,46.8,57.89193588
1983,1,24.8,17.55,32.21,42.85733613
1983,2,17.36,10.39,24.37,33.52345257
1983,3,38.1,30.44,45.73,50.94995371
1983,4,75.19,66.32,84.36,76.61143776
1983,5,85.04,76.15,94.63,100.5646223
1983,6,57.53,49.57,65.88,68.98982119
1983,7,37.8,30.49,45.48,42.98326334
1983,8,24.39,17.37,31.47,27.59893827
1983,9,25.07,17.59,32.4,28.64712497
1983,10,50.85,43.23,58.96,64.60457393
1983,11,36.47,28.63,44.29,54.44936419
1983,12,22.41,15.18,29.62,45.11065023
1984,1,15.03,8.14,22.08,36.66374002
1984,2,26.68,19.66,33.62,36.77830158
1984,3,20.75,13.59,28.2,35.74832097
1984,4,86.34,77.29,95.35,96.18908843
1984,5,82.05,73.4,91.16,88.30172609
1984,6,71.95,63.42,80.33,79.42443654
1984,7,41.22,33.54,48.59,53.39737842
1984,8,27.05,20.17,34.37,37.9595506
1984,9,25.89,18.53,33.18,34.43508307
1984,10,30.37,22.68,37.98,42.64169393
1984,11,29.86,22.63,37.54,47.64607454
1984,12,30.73,23.3,38.37,45.68613106
1985,1,19.57,12.52,27.25,35.37478041
1985,2,14.01,7.33,21.24,30.30629963
1985,3,26.44,18.93,34.08,39.19305004
1985,4,90.3,81.21,99.28,98.4909486
1985,5,86.63,77.7,95.52,87.72494032
1985,6,56.88,48.62,65.03,60.94641267
1985,7,41.63,33.77,49.21,47.17442105
1985,8,38.25,31.03,45.85,51.63602865
1985,9,43.34,35.84,50.97,55.76777978
1985,10,62.84,54.92,70.74,94.54686753
1985,11,49.93,42.02,57.49,72.9861106
1985,12,26.19,18.81,34,48.84736078
1986,1,18.51,11.27,25.82,39.53951298
1986,2,14.72,8.41,21.98,33.142156
1986,3,25.91,18.47,33.63,41.80750772
1986,4,118.36,109.45,127.12,125.6794816
1986,5,87.22,78.32,95.95,93.35871493
1986,6,55.55,47.59,63.81,48.22951133
1986,7,41.61,34.04,49.52,45.89851089
1986,8,29.95,22.83,37.27,38.4296571
1986,9,32.23,24.45,39.76,46.23010378
1986,10,31.44,23.79,38.78,47.81156054
1986,11,27.68,20.44,35.29,46.87952448
1986,12,19.28,12.5,27.03,37.31131907
1987,1,15.99,8.98,23.21,31.24756502
1987,2,13.74,7.1,20.83,27.00045252
1987,3,25.76,18.32,33.7,37.74488711
1987,4,44.1,34.9,52.88,49.0090056
1987,5,53.54,44.8,62.33,41.39547128
1987,6,32.77,25.14,40.34,24.73134227
1987,7,24.02,17.22,31.6,27.01725895
1987,8,18.41,12.11,25.13,26.62349174
1987,9,14.86,9.07,21.69,24.92550548
1987,10,21.54,14.2,28.59,31.70266465
1987,11,21.86,14.92,29.6,32.65730572
1987,12,22.15,14.79,29.83,30.33181973
1988,1,13.5,6.94,20.41,28.2337941
1988,2,9.45,4.15,15.92,24.79262207
1988,3,15.02,8.44,22.03,27.87526041
1988,4,73.99,65.23,82.65,81.19810962
1988,5,73.24,64.14,82.32,71.47054305
1988,6,35.63,27.75,43.4,32.76843654
1988,7,21.14,14.07,28.18,19.45086051
1988,8,30.28,23.14,37.88,41.00953374
1988,9,25.98,18.71,33.68,43.20620901
1988,10,29.55,22.2,37.29,56.3488382
1988,11,54.07,46.24,61.87,75.48402826
1988,12,30.89,23.36,38.44,51.90582607
1989,1,19.86,12.53,27.08,43.85627167
1989,2,14.95,8.36,22.31,38.11433393
1989,3,19.77,12.77,27.14,38.95750743
1989,4,76.04,66.81,85.33,87.83344019
1989,5,110.32,101.52,119.29,128.5096972
1989,6,66.44,58.56,74.49,76.38791328
1989,7,33.85,26.65,41.35,41.74845895
1989,8,23.26,16.35,30.42,28.06349876
1989,9,21.46,14.67,28.74,28.34561949
1989,10,17.76,11.14,24.72,25.99581311
1989,11,20.78,13.82,28.44,32.5108151
1989,12,13.18,7.07,20.22,27.16863259
1990,1,9.71,4.37,15.94,24.44488575
1990,2,8.83,3.7,15.34,23.24170524
1990,3,39.45,32.19,47.11,42.35297481
1990,4,63.49,54.72,72.28,61.86608331
1990,5,84.53,76.05,93.72,75.63136078
1990,6,54.48,46.55,63.01,55.50763264
1990,7,37.43,29.89,45.07,51.34730952
1990,8,22.21,15.44,29.31,31.9825754
1990,9,28.25,20.85,35.83,34.94401169
1990,10,41.64,33.73,49.12,52.02424984
1990,11,27.29,20.02,35.16,44.26984458
1990,12,19.46,12.16,26.89,36.30781622
1991,1,13.92,7.21,20.93,32.34176156
1991,2,17.68,11.09,24.97,29.03305199
1991,3,27.08,19.88,34.73,39.38291956
1991,4,79.21,69.98,88.22,93.04553861
1991,5,80.14,71.6,89.08,84.04760477
1991,6,44.84,37.02,53.17,46.32765895
1991,7,35.59,28.12,43.26,40.67905637
1991,8,21.52,14.63,28.41,24.28763985
1991,9,23.97,16.63,31.33,29.96932911
1991,10,34.79,27.04,42.41,44.64967834
1991,11,46.09,38.43,53.62,63.71426456
1991,12,26.3,18.8,33.6,43.72773457
1992,1,18.44,11.37,25.73,36.37110607
1992,2,14.69,7.96,21.2,31.07310227
1992,3,20.51,13.4,27.51,39.58257618
1992,4,66.28,57.61,75.64,74.21991523
1992,5,103.12,93.89,112.27,121.5680413
1992,6,46.58,38.58,54.69,51.57732716
1992,7,49.91,42.18,57.46,51.91920175
1992,8,27.64,20.33,34.98,33.75469096
1992,9,45.18,37.16,52.87,69.08421924
1992,10,39.14,31.21,47.08,64.27931635
1992,11,33.79,26.2,41.55,56.43866894
1992,12,26.41,19.02,34.2,43.35419401
1993,1,18.9,11.86,26.36,39.11018602
1993,2,12.66,6.41,20.03,31.3096341
1993,3,19.56,12.44,26.95,36.348922
1993,4,72.47,63.75,81.45,75.03445359
1993,5,96.21,87.23,105.06,101.2001306
1993,6,65.42,57.5,73.85,74.05637613
1993,7,49.3,41.79,56.97,66.233798
1993,8,34,26.57,41.59,46.76890933
1993,9,26,18.53,33.64,47.52705091
1993,10,32.66,25.44,40.33,55.51954553
1993,11,26.26,18.88,33.79,47.96052424
1993,12,21.8,14.62,29.24,38.54188239
1994,1,14.63,7.78,21.64,35.26353384
1994,2,16.34,9.34,23.48,31.52768624
1994,3,21.89,14.33,29.25,33.2336916
1994,4,66.42,57.08,75.19,71.92815786
1994,5,80.25,71.17,89.26,78.16295445
1994,6,54.27,46.49,62.36,59.18157954
1994,7,37.87,30.5,45.66,52.05132745
1994,8,28.37,21.57,35.59,42.08578728
1994,9,27.79,20.26,35.23,38.73256224
1994,10,20.22,13.58,27.48,37.96966392
1994,11,20.17,12.93,27.53,37.59031425
1994,12,18.82,11.63,25.98,36.8405601
1995,1,13.74,6.73,21,23.04272214
1995,2,10.09,4.63,16.94,19.91523157
1995,3,37.09,29.55,44.59,44.8470513
1995,4,48.77,40.03,57.73,52.63401705
1995,5,69.12,60.37,77.71,82.36357301
1995,6,37.66,29.5,45.24,35.23794007
1995,7,34.12,26.8,41.73,39.10366129
1995,8,23.35,16.48,30.48,23.25216585
1995,9,23.76,16.78,30.69,23.58057004
1995,10,65.69,57.91,73.59,79.61242231
1995,11,40.68,33,48.24,58.29569013
1995,12,19.54,12.72,26.77,34.41760312
1996,1,15.75,9.15,22.95,31.21494139
1996,2,14.83,8.14,21.73,30.47706855
1996,3,18.11,11.03,25.35,31.8504497
1996,4,70.13,61.49,79.15,88.90717856
1996,5,157.46,148.44,166.9,206.5180157
1996,6,85.51,77.29,93.8,92.11986943
1996,7,54.02,46.38,61.68,60.05227264
1996,8,37.82,30.72,45.14,48.07287581
1996,9,25.74,18.63,32.62,34.95348307
1996,10,37.51,29.86,45.16,45.19775532
1996,11,48.23,40.38,55.91,67.89682436
1996,12,25.85,18.42,33.23,39.96818748
1997,1,18.84,11.65,26.51,37.19876755
1997,2,14.09,7.59,21.25,29.11585286
1997,3,15.86,8.99,22.99,33.08558032
1997,4,100.29,91.58,109.04,124.7604424
1997,5,117.03,108.32,125.55,119.5835459
1997,6,56,47.96,64.16,51.74465481
1997,7,46.76,38.97,54.29,55.53846724
1997,8,23.96,16.81,31.06,21.99582987
1997,9,20.93,13.86,28.3,17.81344896
1997,10,22.95,15.25,30.66,22.96279425
1997,11,25.19,18.04,33.2,28.02359269
1997,12,13.99,7.68,20.99,20.44881734
1998,1,10.97,5.21,17.4,19.34418124
